,summary,description,location,photo,recomendado,price,size,rooms,price/m2,bathrooms,Num Photos,type,region
680,"Piso en calle Linares Rivas, nº 19",,A Gándara (Narón),https://fotos2.imghs.net/nrd/1070/766/1070_AS1-ALI0000089766_1_2019110717353331250.jpg,,78.620 €,85 m²,2,924 €/m²,2,25,pisos,a_coruna
681,Piso en San Lázaro,,Nordeste-San Lázaro (Santiago de Compostela),https://fotos2.imghs.net/nrd/1067/157/1067_IFC7585-0514411157_3_2020020410191031250.jpg,,115.000 €,85 m²,3,1.352 €/m²,1,24,pisos,a_coruna
682,Piso en calle de los Fieitos,,Liáns (Oleiros),https://fotos4.imghs.net/nrd//997229/7505374620.997229/997229_7505374620_1_20200903194131531.jpg,,180.000 €,60 m²,2,3.000 €/m²,2,22,pisos,a_coruna
683,"Piso en calle de Bosque,  14",,Carballo (Carballo),https://fotos2.imghs.net/nrd/9986/330/9986_694330_1_2020100212103831250.jpg,,52.665 €,78 m²,2,676 €/m²,1,47,pisos,a_coruna
684,Casa unifamiliar en calle Irixoa,,Airoa Do Rei (Irixoa),https://fotos4.imghs.net/nrd/1097/989/1097_0_foto_8_945856907016989.jpg,,115.000 €,220 m²,5,522 €/m²,2,12,pisos,a_coruna
685,Piso en Home Santo,,Campus Norte-San Caetano (Santiago de Compostela),https://fotos5.imghs.net/nrd/1089/588/1089_XA68-588_1_2017053115182831250.jpg,,105.000 €,110 m²,3,954 €/m²,1,8,pisos,a_coruna
686,"Casa en Rúa Lago, nº 24",,Cerceda (San Martín),https://fotos3.imghs.net/nrd//1018/308/1018_15517308_0_2020050805055635829.jpg,,275.000 €,220 m²,4,1.250 €/m²,3,18,pisos,a_coruna
687,Casa en Padrón,,Padrón,https://fotos4.imghs.net/nrd/1001/579/1001_PX987_-_412057-03269-35738579_1_2017012401054331250.jpg,,83.000 €,150 m²,4,553 €/m²,2,16,pisos,a_coruna
688,"Piso en calle de Barcelona, cerca de Calle de Corcubión",,Agra do Orzán-O Ventorillo (A Coruña Capital),https://fotos5.imghs.net/nrd//517326/88351516614.517326/517326_88351516614_1_20181025113314140.jpg,,130.000 €,90 m²,2,1.444 €/m²,1,6,pisos,a_coruna
689,Piso en Avda de Lugo,,Concheiros-Fontiñas (Santiago de Compostela),https://fotos3.imghs.net/nrd/1089/857/1089_XA68-857_1_2020012721061531250.jpg,,150.000 €,90 m²,3,1.666 €/m²,2,11,pisos,a_coruna
690,"Ático en Avenida de Finisterre, nº 20",,Monte Alto-Adormideras (A Coruña Capital),https://fotos2.imghs.net/nrd//994128/864509630.994128/994128_864509630_3_20200124203718806.jpg,,395.000 €,80 m²,2,4.937 €/m²,2,4,pisos,a_coruna
691,Casa en Carretera Xeral Cabo de Cruz Pesqueira,,Boiro,https://fotos1.imghs.net/nrd//995556/90032414869.995556/995556_90032414869_1_20181215103513258.jpg,,97.000 €,190 m²,5,510 €/m²,1,26,pisos,a_coruna
692,"Piso en calle de Pérez Lugín, nº 2",,Cariño,https://fotos2.imghs.net/nrd/1097/234/1097_0_foto_20150815114702245_945856908610234.jpg,,59.900 €,85 m²,2,704 €/m²,2,41,pisos,a_coruna
693,"Apartamento en Alameda Baño, Blo. 4",,Mugardos,https://fotos3.imghs.net/nrd//4210/326546227.421000/4210_001454_foto_1_326546227_20131108125517.jpg,,52.000 €,64 m²,2,812 €/m²,1,20,pisos,a_coruna
694,Piso en calle Urb. Os Tilos. calle Ameneiro,,Urbanización Os Tilos (Teo),https://fotos3.imghs.net/nrd//995784/4174432304.995784/995784_4174432304_1_20200515193344943.jpg,,100.000 €,92 m²,3,1.086 €/m²,2,20,pisos,a_coruna
695,Piso en Camiño de Ferrer,,Fontán (Sada),https://fotos1.imghs.net/nrd/1097/323/1097_0_foto_20180716182309181_945856909464323.jpg,,98.000 €,65 m²,2,1.507 €/m²,1,11,pisos,a_coruna
696,Dúplex en Alto del Castaño,,Alto del Castaño (Narón),https://fotos4.imghs.net/nrd//500610/98407639873.500610/500610_98407639873_19_20191002200020155.jpg,,120.000 €,95 m²,3,1.263 €/m²,3,18,pisos,a_coruna
697,Piso en Avenida del Ejército,,Os Castros-Castrillón-Monelos (A Coruña Capital),https://fotos2.imghs.net/nrd//515609/7507169223.515609/515609_7507169223_6_20200921104046639.jpg,,259.900 €,175 m²,5,1.485 €/m²,2,23,pisos,a_coruna
698,"Piso en calle del Río de Quenxe,  SN",,Corcubión,https://fotos4.imghs.net/nrd/9986/526/9986_644526_1_2020070210183231250.jpg,,58.000 €,72 m²,2,807 €/m²,2,33,pisos,a_coruna
699,Piso en Ronda de Monte Alto,,Monte Alto-Adormideras (A Coruña Capital),https://fotos2.imghs.net/nrd/9993/012/9993_TI-BAL40841VN010012_1_2020061906363231250.jpg,,225.000 €,Obra nueva,,,,30,pisos,a_coruna
700,"Piso en Avenida de los Mugardos, nº 93",,Ares,https://fotos5.imghs.net/nrd//1018/435/1018_7047435_0_2019060917062628810.jpg,,63.000 €,61 m²,2,1.032 €/m²,1,46,pisos,a_coruna
701,Casa en Muros,,Muros,https://fotos5.imghs.net/nrd/1097/157/1097_0_foto_20161129134516293_945856909037157.jpg,,320.000 €,250 m²,4,1.280 €/m²,1,15,pisos,a_coruna
702,"Piso en calle de Castelao,  15",,Cee,https://fotos2.imghs.net/nrd/9986/600/9986_1191600_1_2020062010210431250.jpg,,89.000 €,100 m²,,890 €/m²,,6,pisos,a_coruna
703,"Piso en calle Devesos, nº 16",,Arteixo,https://fotos5.imghs.net/nrd/1070/876/1070_AS1-52961876_1_2019110717353531250.jpg,,30.970 €,65 m²,2,476 €/m²,1,15,pisos,a_coruna
704,Casa unifamiliar en Lugar de Carantoña,,Carantoña (Miño),https://fotos2.imghs.net/nrd//990666/89258378816.990666/990666_89258378816_1_20181119105612195.jpg,,139.000 €,272 m²,5,511 €/m²,2,94,pisos,a_coruna
705,"Casa en Lugar de Mourela Baixa, nº 112",,A Mourela Baixa (Neda),https://fotos2.imghs.net/nrd//4210/752811046.421000/4210_001217_foto_1_752811046_20170620161908.jpg,,105.600 €,375 m²,3,281 €/m²,1,15,pisos,a_coruna
706,Apartamento en calle Nos,,Nós (Oleiros),https://fotos5.imghs.net/nrd/1001/549/1001_PX1390_-_89777549-89777549_1_2020060501080331250.jpg,,144.000 €,79 m²,2,1.822 €/m²,1,24,pisos,a_coruna
707,"Apartamento en Rúa As Mangas, nº 1",,Boiro,https://fotos5.imghs.net/nrd/1097/860/1097_0_foto_20170202124813122_945856909086860.jpg,,75.000 €,75 m²,2,1.000 €/m²,2,18,pisos,a_coruna
708,"Apartamento en Avenida de Finisterre, cerca de Calle de Panamá",,Agra do Orzán-O Ventorillo (A Coruña Capital),https://fotos2.imghs.net/nrd/1001/139/1001_PX1390_-_90362139-90362139_2_2020072101105131250.jpg,,134.000 €,87 m²,2,1.540 €/m²,1,10,pisos,a_coruna
709,Piso en Travesía del Escultor Asorey,,Centro Histórico (Santiago de Compostela),https://fotos4.imghs.net/nrd//520936/9249510018.520936/520936_9249510018_4_20201107154435637.jpg,,100.000 €,85 m²,2,1.176 €/m²,1,26,pisos,a_coruna
710,Piso en San Lázaro,,Campus Norte-San Caetano (Santiago de Compostela),https://fotos5.imghs.net/nrd/1067/680/1067_IFC7585-0510740680_2_2019072310174731250.jpg,,110.000 €,101 m²,3,1.089 €/m²,1,16,pisos,a_coruna
711,Casa en calle Plaza Ayuntamiento,,Sada,https://fotos3.imghs.net/nrd/1097/525/1097_0_foto_20161021112428719_945856909000525.jpg,,160.000 €,200 m²,4,800 €/m²,2,14,pisos,a_coruna
712,Piso en calle de la Cerca,,Os Castros-Castrillón-Monelos (A Coruña Capital),https://fotos4.imghs.net/nrd//992837/90926090462.992837/992837_90926090462_1_20190118185621468.jpg,,63.800 €,85 m²,1,750 €/m²,1,11,pisos,a_coruna
713,Casa en Avenida de la República Argentina,,Dorneda (Oleiros),https://fotos3.imghs.net/nrd/1093/887/1093_EP574-461887_1_2020090205400231250.jpg,,580.000 €,598 m²,5,969 €/m²,3,52,pisos,a_coruna
714,Piso en calle de Aaiún,,Agra do Orzán-O Ventorillo (A Coruña Capital),https://fotos3.imghs.net/nrd/1070/459/1070_AS1-52892459_1_2019110717351331250.jpg,,85.000 €,91 m²,3,934 €/m²,2,11,pisos,a_coruna
715,"Piso en Ronda de Monte Alto, nº 54",,Monte Alto-Adormideras (A Coruña Capital),https://fotos4.imghs.net/nrd/1093/356/1093_EP592-1356_1_2020092116420931250.jpg,,252.000 €,118 m²,2,2.135 €/m²,2,12,pisos,a_coruna
716,Chalet unifamiliar en calle Sergude,,Sergude (Sergude). Municipio de Boqueixón,https://fotos2.imghs.net/nrd//520936/9235713351.520936/520936_9235713351_1_20201107170537625.jpg,,245.000 €,280 m²,5,875 €/m²,3,49,pisos,a_coruna
717,"Piso en Carretera La Coruña-Finisterre, S/N. Playa Lagosteira",,Fisterra (Santa Maria),https://fotos4.imghs.net/nrd/9989/218/9989_TI-ALI0000110218_1_2020062006120631250.jpg,,57.660 €,Obra nueva,,,,24,pisos,a_coruna
718,Piso en calle Ferrol,,Arteixo,https://fotos1.imghs.net/nrd/1070/234/1070_AS1-ESP0000164234_1_2020100723550331250.jpg,,64.400 €,57 m²,2,1.129 €/m²,1,11,pisos,a_coruna
719,"Apartamento en Alameda Baño, Blo. 4",,Mugardos,https://fotos3.imghs.net/nrd//4210/98347789751.421000/4210_98347789751_1_20191029194543615.jpg,,60.000 €,75 m²,2,800 €/m²,2,10,pisos,a_coruna
720,Piso en Rúa dos Ánxeles,,Betanzos,https://fotos4.imghs.net/nrd//1005/199/1005_2699199_1_2020091712092584085.jpg,,140.000 €,87 m²,3,1.609 €/m²,2,49,pisos,a_coruna
721,Chalet en Dodro (Padron),,Dodro (Padron),https://fotos2.imghs.net/nrd//1005/172/1005_71240726172_1_2020101914103518490.jpg,,205.000 €,161 m²,4,1.273 €/m²,2,29,pisos,a_coruna
722,Casa en calle Revixós,,Dodro (Padron),https://fotos4.imghs.net/nrd/1001/669/1001_PX987_-_02161-25219669_1_2016112901063631250.jpg,,55.000 €,150 m²,3,366 €/m²,2,9,pisos,a_coruna
723,Piso en calle de Álvaro Cunqueiro,,Elviña-Barrio Flores-Matogrande-Someso (A Coruña Capital),https://fotos2.imghs.net/nrd//997229/89194696626.106800/997229_89194696626_22_20191218125441493.jpg,,360.000 €,105 m²,4,3.428 €/m²,2,25,pisos,a_coruna
724,Apartamento en calle del Riego,,Ames (San Tome),https://fotos5.imghs.net/nrd/1001/766/1001_PX987_-_412057-03729-91438766_1_2020102001100631250.jpg,,119.000 €,71 m²,2,1.676 €/m²,2,24,pisos,a_coruna
725,"Piso en Avenida de la Mahía, cerca de Calle Pedregal",,Ames (San Tome),https://fotos4.imghs.net/nrd/1070/444/1070_AS1-52954444_1_2020030210375931250.jpg,,113.100 €,100 m²,3,1.131 €/m²,2,16,pisos,a_coruna
726,Apartamento en O Milladoiro,,O Milladoiro (Ames),https://fotos4.imghs.net/nrd//995787/1756828313.995787/995787_1756828313_4_20200804140527131.jpg,,85.000 €,67 m²,2,1.268 €/m²,1,10,pisos,a_coruna
727,"Dúplex en Avenida de la Peregrina, nº 21",,Bertamiráns (Ames),https://fotos1.imghs.net/nrd/1001/923/1001_PX987_-_412057-03713-91207923_1_2020100101234931250.jpg,,65.000 €,65 m²,2,1.000 €/m²,2,18,pisos,a_coruna
728,"Piso en Ronda de Monte Alto, nº 54",,Monte Alto-Adormideras (A Coruña Capital),https://fotos5.imghs.net/nrd/1093/288/1093_EP592-1288_1_2020092116420931250.jpg,,225.000 €,88 m²,2,2.556 €/m²,2,13,pisos,a_coruna
729,"Apartamento en Rúa Pardiñeiros, nº 3",,Ames (San Tome),https://fotos5.imghs.net/nrd/1001/004/1001_PX987_-_412057-03678-89773004_1_2020060501080531250.jpg,,100.000 €,96 m²,3,1.041 €/m²,2,21,pisos,a_coruna
730,Piso en San Lázaro,,Nordeste-San Lázaro (Santiago de Compostela),https://fotos3.imghs.net/nrd/1067/329/1067_IFC7585-0517779329_1_2020103110175231250.jpg,,175.000 €,102 m²,3,1.715 €/m²,2,14,pisos,a_coruna
731,"Piso en Rúa do Preguntoiro, 6",,Centro Histórico (Santiago de Compostela),https://fotos3.imghs.net/nrd/1093/003/1093_EP592-1003_1_2020110716385431250.jpg,,435.600 €,341 m²,8,1.277 €/m²,3,20,pisos,a_coruna
732,"Piso en calle de Freande, nº 24",,Cambre (Santa Maria),https://fotos3.imghs.net/nrd/1070/948/1070_AS1-51946948_1_2019110717353931250.jpg,,74.780 €,112 m²,3,667 €/m²,2,21,pisos,a_coruna
733,Apartamento en calle de los Mestres,,Rianxo,https://fotos3.imghs.net/nrd/1001/018/1001_PX1600_-_RIA1_1C-81278018_1_2020110601070231250.jpg,,55.800 €,85 m²,2,656 €/m²,2,36,pisos,a_coruna
734,"Apartamento en Avenida de los Mugardos, nº 55",,Ares,https://fotos5.imghs.net/nrd//4210/88383208194.421000/4210_88383208194_1_20181003164534130.jpg,,61.900 €,63 m²,2,982 €/m²,1,12,pisos,a_coruna
735,Piso en Plaza Mancomunidade,,Boiro,https://fotos4.imghs.net/nrd//995462/9247979599.995462/995462_9247979599_3_20201105114922395.jpg,,135.000 €,110 m²,3,1.227 €/m²,2,16,pisos,a_coruna
736,Piso en calle de Santa Lucía,,Laracha (Laracha). Municipio de A Laracha,https://fotos3.imghs.net/nrd/1070/701/1070_AS1-46970701_1_2019110717352431250.jpg,,44.523 €,95 m²,2,468 €/m²,2,17,pisos,a_coruna
737,Piso en Rúa da Ponte do Sar,,Cruceiro do Sar-Aríns (Santiago de Compostela),https://fotos1.imghs.net/nrd//1018/891/1018_26123891_1_2020110711113592791.jpg,,170.000 €,100 m²,3,1.700 €/m²,2,23,pisos,a_coruna
738,"Piso en calle Magdalena, nº 56",,Centro (Ferrol),https://fotos2.imghs.net/nrd/1070/594/1070_AS1-42675594_1_2019110717352631250.jpg,,47.990 €,81 m²,4,592 €/m²,2,9,pisos,a_coruna
739,Apartamento en Bertamiráns,,Bertamiráns (Ames),https://fotos2.imghs.net/nrd/1067/013/1067_IFC7585-0508337013_4_2019041010214231250.jpg,,85.000 €,67 m²,2,1.268 €/m²,1,10,pisos,a_coruna
740,Chalet en Maianca,,Maianca (Oleiros),https://fotos2.imghs.net/nrd//997229/3403475355.997229/997229_3403475355_4_20200428221106385.jpg,,1.080.000 €,434 m²,3,2.488 €/m²,3,28,pisos,a_coruna
741,"Chalet en calle Cuns - San Tirso de Cando, Polig.506, Parc.1518",,Outes,https://fotos1.imghs.net/nrd/1070/873/1070_AS1-52895873_1_2019110717351631250.jpg,,42.390 €,172 m²,8,246 €/m²,3,46,pisos,a_coruna
742,Piso en Travesía de Cacheiras,,Teo,https://fotos4.imghs.net/nrd/1070/242/1070_AS1-ALI0000152242_1_2020071523541831250.jpg,,67.000 €,62 m²,3,1.080 €/m²,1,9,pisos,a_coruna
743,Apartamento en calle Dean Pequeno,,Ribeira (Santa Uxia),https://fotos3.imghs.net/nrd/1001/219/1001_PX1600_-_VPIDURI3-88174219_1_2020040211064331250.jpg,,120.000 €,90 m²,3,1.333 €/m²,2,25,pisos,a_coruna
744,Piso en Rúa Castellana,,Cambre (Santa Maria),https://fotos3.imghs.net/nrd//515609/8408853327.515609/515609_8408853327_8_20201005123728448.jpg,,110.000 €,92 m²,2,1.195 €/m²,2,14,pisos,a_coruna
745,Casa en Iñas,,Iñás (Oleiros),https://fotos4.imghs.net/nrd/1093/046/1093_EP446-R3046_1_2018101811465731250.jpg,,620.000 €,427 m²,4,1.451 €/m²,3,33,pisos,a_coruna
746,Casa en calle Covo,,Boiro,https://fotos4.imghs.net/nrd//995556/99198945581.995556/995556_99198945581_16_20191125124303112.jpg,,220.000 €,200 m²,5,1.100 €/m²,2,58,pisos,a_coruna
747,Piso en calle del Regueiro,,Cedeira,https://fotos5.imghs.net/nrd/1070/866/1070_AS1-49013866_1_2019110717351731250.jpg,,62.150 €,89 m²,2,698 €/m²,1,24,pisos,a_coruna
748,Piso en Rúa Tierno Galván,,Culleredo,https://fotos2.imghs.net/nrd/1093/595/1093_EP574-479595_1_2020100214322131250.jpg,,85.000 €,60 m²,1,1.416 €/m²,1,19,pisos,a_coruna
749,Chalet pareado en Lugar do Outeiro do Castiñeiriño,,Conxo-Castiñeiriño (Santiago de Compostela),https://fotos4.imghs.net/nrd//520936/9249590646.520936/520936_9249590646_3_20201107163435553.jpg,,180.000 €,240 m²,5,750 €/m²,2,34,pisos,a_coruna
750,Casa en Avenida de A Coruña,,Fisterra (Santa Maria),https://fotos4.imghs.net/nrd//1005/242/1005_114242_0_2020102309100664491.jpg,,174.900 €,234 m²,3,747 €/m²,2,36,pisos,a_coruna
751,"Piso en calle Castelao, nº 2",,Graxal (Cambre),https://fotos5.imghs.net/nrd//992837/97580139182.992837/992837_97580139182_7_20190913104256956.jpg,,95.000 €,55 m²,1,1.727 €/m²,1,20,pisos,a_coruna
752,Chalet en calle Agoso,,Teo,https://fotos3.imghs.net/nrd//1018/537/1018_26042537_1_2020110218112151677.jpg,,240.000 €,528 m²,4,454 €/m²,2,25,pisos,a_coruna
753,Piso en Rúa do Cruceiro da Coruña,,Nordeste-San Lázaro (Santiago de Compostela),https://fotos4.imghs.net/nrd//1018/052/1018_26031052_1_2020103112100438193.jpg,,116.000 €,80 m²,3,1.450 €/m²,1,17,pisos,a_coruna
754,Piso en Conxo,,Conxo-Castiñeiriño (Santiago de Compostela),https://fotos1.imghs.net/nrd/1067/716/1067_IFC7585-0515223716_1_2020102210182031250.jpg,,120.000 €,105 m²,3,1.142 €/m²,2,11,pisos,a_coruna
755,Casa en Rocha,,Conxo-Castiñeiriño (Santiago de Compostela),https://fotos2.imghs.net/nrd/1089/753/1089_XA68-753_1_2020042015162331250.jpg,,145.000 €,200 m²,3,725 €/m²,1,11,pisos,a_coruna
756,Piso en calle de la Pena,,Cee,https://fotos4.imghs.net/nrd/1070/660/1070_AS1-52935660_1_2019110717352731250.jpg,,35.000 €,128 m²,4,273 €/m²,2,20,pisos,a_coruna
757,"Apartamento en calle Manuel Ceruelo, nº 4",,Cruceiro do Sar-Aríns (Santiago de Compostela),https://fotos1.imghs.net/nrd/1001/400/1001_PX987_-_412057-03670-89007400_1_2020031301150831250.jpg,,168.940 €,98 m²,3,1.723 €/m²,2,12,pisos,a_coruna
758,Piso en calle Puebla del Caramiñal,,A Pobra Do Caramiñal,https://fotos2.imghs.net/nrd//995556/89178630830.995556/995556_89178630830_4_20181130191704140.jpg,,72.000 €,105 m²,4,685 €/m²,1,19,pisos,a_coruna
759,Ático en calle César Alvajar Diéguez,,Eirís-As Xubias-Pasaxe (A Coruña Capital),https://fotos2.imghs.net/nrd//992837/90852342608.992837/992837_90852342608_1_20190121191952678.jpg,,253.000 €,134 m²,3,1.888 €/m²,3,22,pisos,a_coruna
760,"Dúplex en calle Vereda Cementerio, 2",,Cidade Vella-Atochas-Pescadería (A Coruña Capital),https://fotos2.imghs.net/nrd/1093/068/1093_EP592-2068_1_2020103016454731250.jpg,,390.600 €,174 m²,3,2.244 €/m²,2,22,pisos,a_coruna
761,Piso en calle Rúa Fernando III O Santo,,Ensanche-Sar (Santiago de Compostela),https://fotos5.imghs.net/nrd//1018/781/1018_26030781_1_2020103110100449149.jpg,,230.000 €,87 m²,3,2.643 €/m²,1,22,pisos,a_coruna
762,Casa en Bergondo (Carrio),,Bergondo (Carrio),https://fotos3.imghs.net/nrd/1001/929/1001_PX1364_-_V_Gand_JO-32847929_1_2017050910054431250.jpg,,550.000 €,500 m²,6,1.100 €/m²,5,40,pisos,a_coruna
763,Chalet en Rúa de Anido,,Muros,https://fotos3.imghs.net/nrd//1005/217/1005_1444217_1_2019022717022723744.jpg,,165.000 €,189 m²,4,873 €/m²,3,34,pisos,a_coruna
764,"Piso en calle de Santiago Varela Orizales, nº 8",,Cariño,https://fotos3.imghs.net/nrd/1097/330/1097_0_foto_20170719173528199_945856909244330.jpg,,59.800 €,75 m²,2,797 €/m²,1,60,pisos,a_coruna
765,"Chalet en calle Ru Rio Brexo, nº 6",,Carral (Carral),https://fotos2.imghs.net/nrd//1018/340/1018_20188340_0_2020022914022278447.jpg,,238.000 €,282 m²,3,843 €/m²,3,58,pisos,a_coruna
766,Piso en Camino de Riobao,,Sada,https://fotos4.imghs.net/nrd/1097/728/1097_0_foto_20170706195520256_945856909232728.jpg,,55.000 €,40 m²,1,1.375 €/m²,1,5,pisos,a_coruna
767,"Piso en Avenida de los Mugardos,  55",,Ares,https://fotos4.imghs.net/nrd/9986/370/9986_559370_1_2019070508411331250.jpg,,49.000 €,68 m²,2,720 €/m²,1,52,pisos,a_coruna
768,Piso en calle de la Aguia,,Dorneda (Oleiros),https://fotos3.imghs.net/nrd//518185/5920992688.518185/518185_5920992688_24_20200718143210745.jpg,,116.000 €,104 m²,3,1.115 €/m²,2,36,pisos,a_coruna
769,Apartamento en calle del Estatuto de Galicia,,Boiro,https://fotos3.imghs.net/nrd//995784/95876533989.995784/995784_95876533989_12_20190726135415241.jpg,,61.700 €,67 m²,2,920 €/m²,2,15,pisos,a_coruna
770,Ático en Travesa Montouto,,Teo,https://fotos2.imghs.net/nrd/1001/899/1001_PX987_-_412057-03163-34272899_1_2018092601093131250.jpg,,97.000 €,67 m²,2,1.447 €/m²,1,40,pisos,a_coruna
771,Piso en calle del Marqués de Amboage,,Catro Camiños-A Gaiteira (A Coruña Capital),https://fotos5.imghs.net/nrd//510177/89196195196.510177/510177_89196195196_1_20181123134651423.jpg,,369.300 €,135 m²,3,2.735 €/m²,2,6,pisos,a_coruna
772,Casa en San Martín Do Porto,,Cardeita (Cabanas),https://fotos2.imghs.net/nrd/1060/672/1060_NI130-672_1_2017062306134531250.jpg,,145.000 €,240 m²,5,604 €/m²,3,20,pisos,a_coruna
773,Casa en calle Lg Medin,,Paderne (San Xoan),https://fotos3.imghs.net/nrd/1069/213/1069_I000172-C001213_1_2020080522210631250.jpg,,79.000 €,35 m²,3,2.257 €/m²,1,20,pisos,a_coruna
774,"Piso en calle Revolucion Francesa, nº 5",,Vedra,https://fotos4.imghs.net/nrd/1093/187/1093_EP592-1187_1_2020092116420931250.jpg,,253.570 €,115 m²,3,2.204 €/m²,2,17,pisos,a_coruna
775,Casa en Brión,,Brión,https://fotos2.imghs.net/nrd/1001/615/1001_PX987_-_02198-26788615_1_2016112901063631250.jpg,,100.000 €,389 m²,4,257 €/m²,2,25,pisos,a_coruna
776,Chalet en Avenida A Costa,,Sada,https://fotos5.imghs.net/nrd/1070/801/1070_AS1-3538-1_1_2020050615472331250.jpg,,296.000 €,282 m²,5,1.049 €/m²,3,16,pisos,a_coruna
777,Casa unifamiliar en calle Feas,,A Adega (Cariño),https://fotos1.imghs.net/nrd/1097/494/1097_0_foto_20180726192959384_945856909536494.jpg,,79.900 €,269 m²,5,297 €/m²,2,25,pisos,a_coruna
778,Piso en calle de Antonio Pedreira Ríos,,Agra do Orzán-O Ventorillo (A Coruña Capital),https://fotos5.imghs.net/nrd//992837/2542599672.992837/992837_2542599672_1_20200329133928145.jpg,,129.000 €,92 m²,3,1.402 €/m²,2,18,pisos,a_coruna
779,Piso en Camino del Cemiterio,,Mugardos,https://fotos3.imghs.net/nrd//1018/055/1018_21371055_0_2020081715085243126.jpg,,104.000 €,142 m²,4,732 €/m²,3,16,pisos,a_coruna
780,Piso en calle Manuel Ceruelo,,Conxo-Castiñeiriño (Santiago de Compostela),https://fotos4.imghs.net/nrd//995784/2583788158.995784/995784_2583788158_12_20200326102545241.jpg,,142.021 €,75 m²,2,1.893 €/m²,2,12,pisos,a_coruna
781,Chalet en Oleiros,,Núcleo (Oleiros),https://fotos1.imghs.net/nrd//997229/95008524350.106800/997229_95008524350_1_20200710192122723.jpg,,750.000 €,500 m²,5,1.500 €/m²,4,26,pisos,a_coruna
782,Ático en Rúa de Luis Freire,,Campus Sur-Toxeira de San Lourenzo (Santiago de Compostela),https://fotos5.imghs.net/nrd//500618/7565991103.500618/500618_7565991103_2_20201002174146863.jpg,,120.000 €,105 m²,3,1.142 €/m²,2,6,pisos,a_coruna
